modelo,fold,texto,y_true,y_pred,tipo_erro,score
LogisticRegression,0,"*UMA PIADA*

O filho do PETISTA (brasileiro nato) nasceu e ele ficou muito feliz, pois o que mais desejava era um filho. A mulher (brasileira nata) do PETISTA ficou de repouso pós parto e tomava sopinha no canudinho, diga-se de passagem, preparada pelo próprio PETISTA, bem como todos os dias o mesmo dizia que a amava e estava muito feliz.
Um belo dia, o PETISTA percebeu que seu filho não abria os olhos e muito preocupado foi consultar o médico que fez o parto:
PETISTA: - ""Dr, tem algo estranho com meu filho,  ele não abre o olho""
O médico, muito constrangido disse:
- ""Quem tem que abrir o olho é o Sr""
:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",1,0,FN,0.009838046775501564
LogisticRegression,0,Gado agressivo.,1,0,FN,0.04521439484623941
LogisticRegression,0,O queria saber o porquê que na esquerda só tem mulheres feias...parecem dragões,1,0,FN,0.41570514976937034
LogisticRegression,0,"Mas que na esquerda as mulheres parecem dragões, isso não se pode negar",1,0,FN,0.27738919152161257
LogisticRegression,0,O  voto   è  pessoal   è  particular  !   Eu  NÃO   sou  anônimo   minha   COLINHA   e  da  família   e  alguns   amigos   será   está  ! NÃO   VOTAMOS   em  candidatos   que  apoia   a  esquerda   do DIABO   !  Somos   PATRIOTAS   !:thumbs_up_medium-dark_skin_tone::thumbs_up_medium-dark_skin_tone::thumbs_up_medium-dark_skin_tone::thumbs_up_medium-dark_skin_tone::thumbs_up_medium-dark_skin_tone::thumbs_up_medium-dark_skin_tone:,1,0,FN,0.41286311127775194
LogisticRegression,0,O PROJETO DA ESQUERDA É  FUDER O BRASIL:backhand_index_pointing_up::backhand_index_pointing_up::backhand_index_pointing_up::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:E BENEFICIAR OS AMIGUINHOS COMUNISTAS  FDP,1,0,FN,0.10173837936844399
LogisticRegression,0,"Gente vamos ser inteligente, se silveira vencer vai ser caçado e abrir uma grande brecha pra Molon, esse cara tem uma das mentes mais diabólicas da extrema esquerda o jeito e votar no Romário mesmo menos ruim.",1,0,FN,0.12960081820588715
LogisticRegression,0,Esse aí independente das falácia que nego costuma falar pior é a roubalheira que o Lula cometeu contra o nosso país Eduardo Costa é um dos grande apoiadores de Jair Messias bolsonaro,1,0,FN,0.003487063946212338
LogisticRegression,0,"Deus que nos livre desse bandido,canalha voltar a ser “presidente” da nossa nação",1,0,FN,0.1970198661247385
LogisticRegression,0,"Manda o Felipe Neto ir pra puta que o pariu, amanhã é dia de eleição, quem é esse moleque, ele é candidato a que? Acordem, postem essas merdas não, amanhã é tudo ou Venezuela...",1,0,FN,0.0007759908132009313
LogisticRegression,0,"A HORA E ESSA PATRIOTAS VAMOS NOS LIVRAR DESSES BANDIDOS SANGUESSUGAS QUE ESCRAVISAR NOSSO POVO , DEUS ACIMA DE TUDO, BRASIL ACIMA DE TODOS ...",1,0,FN,0.042965891470451684
LogisticRegression,0,"Bom dia à todos! 
Se você Acredita em DEUS, na Pátria, na Família, na Paz e Prosperidade, então deve estar consciente que HOJE venceremos o SATANÁS e Seus SEGUIDORES.",1,0,FN,0.07058213485545549
LogisticRegression,0,POR QUE O NORDESTE ESTÁ TÃO ATRASADO ??? JÁ VI ESSE FILME ANTES…,1,0,FN,0.06737511361971069
LogisticRegression,0,Pessoal nossa problema é no Nordeste o Lula roubou o dinheiro para fazer transposição do dia são Francisco é ainda voltam no lula meu Deus,1,0,FN,0.17763528326496356
LogisticRegression,0,"Não entendo como um ladrao consegue ganhar tantos votos,  Novamente o povo escolhe o ladrao!!! e deixa Jesus na saudade!!! A História se repete!!:enraged_face::enraged_face::enraged_face::enraged_face:",1,0,FN,0.0058755165382994206
LogisticRegression,0,É o Único momento que Tenho Vergonha de Ser Nordestino e na politica,1,0,FN,0.22911505819004466
LogisticRegression,0,Nordeste é tão piada que tá quase eleito o galo cego pra federal diz ai:clown_face::clown_face:,1,0,FN,0.03975363555606227
LogisticRegression,0,Exato! Como pode uma cretina dessa está em um grupo de direita! Tira ela ou saiu eu,1,0,FN,0.19319554910622155
LogisticRegression,0,"~ Você que é Cristão precisa repassar este vídeo da filha do Lula agradecendo a maçonaria pela liberdade do Lula como também os vídeos relacionados à blasfêmia do Lula contra Jesus e ele no centro de Umbanda! :red_exclamation_mark::red_exclamation_mark::red_exclamation_mark::double_exclamation_mark:

~ Querem destruir o Brasil ao máximo e tirar o Bolsonaro de jogada! Criam edições e falsas imagens como fizeram do Ciro Gomes ao lado de Bolsonaro! Como também fizeram uma nova investida contra o Bolsonaro!

Vídeo Deep Fake: Uma tática muito utilizada para meter candidatos onde não estão como também falar coisas que ele não falou!

O que a mulher no centro de Umband diz à Lula? Simples: xanobal é proveniente de baal, a antiga serpente. 

Todas as lideranças mundiais que são à favor dos LGBTs, Abortos e a destruição da igreja como a perseguição do exercício da fé!

Como a ministra espanhola da igualdade ligada aos governos apoiantes de Lula quer liberar a pedofilia!
Como PCC comemorou a vitória de Lula no primeiro turno!
~ Compartilhem à todos os contatos e grupos! :Brazil:",1,0,FN,0.0012749077432853417
LogisticRegression,0,"Mulher de Lula posta foto com pomba-gira, xangô, preto velho e se declara ser da umbanda - Folha da Política:link:",1,0,FN,0.00021586228517312216
LogisticRegression,0,Enquanto vocês se preocupam com castiga gay mamadeira de piroca bolsonaro tá usando a PEC para desviar dinheiro da educação nesse momento e se fazer na eleição pesquisa lá já que tu gosta de pesquisa kkkk,1,0,FN,0.3243916853766448
LogisticRegression,0,"* LULA É CONSAGRADO AO EXÚ *

Mande isso no grupo da família para as tias verem que ele não é nenhum cristão.",1,0,FN,0.3428250536097511
LogisticRegression,0,Esse cara está ajudando o aleijado das mãos a se eleger.,1,0,FN,0.1367350502312909
LogisticRegression,0,Tem até gay apoiando Bolsomaro aqui. Poderiam explicar as falas dele contra gays aqui :backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down:,1,0,FN,0.0020189649568773294
LogisticRegression,0,E por isso lula vai ganhar ..um bando de acéfalo defendendo a polícia que cumpre ordem ilegal!  Deixa com luladrao que aí sim ficará tudo bem ! Um bando de asno que defende a polícia e Alexandre de Moraes !,1,0,FN,0.10737495190208572
LogisticRegression,0,Ele mesmo disse que bastava dar 10 reais para o baiano ficar feliz,1,0,FN,0.28135226849980005
LogisticRegression,0,"Tudo bandido e insanos, comunista, fascista, doente. Deus vai fazer justiça. Em nome de Jesus",1,0,FN,0.02198012649746716
LogisticRegression,0,"Tô rindo aqui,,, xangô é são Jerônimo na umbanda,o santo da justiça, dos injustiçados,humildes nada a ver com o que luladräo prega,Deus é um só,,,,talvez o povo que ele segue ,,, não sabe nada sobre a lei da justiça de Oxalá,",1,0,FN,0.19535275377454966
LogisticRegression,0,"Já saiu o resultado do dia 30 de outubro sobre as eleições.

LULA ganhou de Bolsonaro com *52% dos votos*.

Já temos definido o Presidente do Brasil para 2023. *LULADRAO*.

É muita falcatrua da *GLOBO*",1,0,FN,0.29474653350105706
LogisticRegression,0,Axei q era fake mas é verdade msm:face_with_hand_over_mouth:Bolsonaro disparou na frente do Luladrao,1,0,FN,0.23035446859704883
LogisticRegression,0,Acabei de ver na band o Luladrao 53% e Bolsonaro47% não posso acreditar numa coisa dessas.,1,0,FN,0.16758773933167245
LogisticRegression,0,Como um cidadão que diz ser cristão vota num candidato que apoia invasão de terra dos outros de casas apoia os costumes lgbt legalização de drogas e de ladrões de celulares etc que Jesus é esse,1,0,FN,0.014592191055417533
LogisticRegression,1,"Quando terminar essa eleição vamos fazer uma festa para recuperar as amizades perdidas e as brigas familiares.
-Quem votou no bolsonaro traz a carne e a cerveja.
-Quem votou em branco traga frango e linguiça.
-Quem anulou o voto traga pão de alho e coração.
-Quem faltou na votação traga gelo e carvão. 
-E quem votou no PT não precisa vir.",1,0,FN,0.002472529179726492
LogisticRegression,1,"Oi estou vendo que vc acha que me sentiria ofendido por sua colocação, mas vamos lá, tirando a clara baixeza de seu argumento, aonde precisa tentar ofender, um esforço deveras patético para uma pessoa que quer se dispor como alguém de alguma forma superior a outra, então vamos pela lei de Cristo somos todos irmãos e irmãs e todos iguais perante a Deus, não cabendo condenar ninguém.

Também há a questão que mesmo na Bíblia calúnia e difamação é um ato criminoso ao qual é muito mal visto então se já passamos uma pá de cal sobre esse seu infeliz pronunciamento.

Não, não sou homo sexual, não tenho qualquer trejeitos delicado e muito menos sou destemperado e barraqueiro.

Também não estou em cima de qualquer muro, me coloco aqui em uma posição clara entre Belzebu e Baphomet eu não fico com nenhum, anjos caídos não se arrependem de seus pecados e este é o caso destes dois déspotas.",1,0,FN,0.007246009121041954
LogisticRegression,1,"Isso, vamos postar isso o tempo todo, até a boiada entender quem é o safado, ladrão, facista, genocida e etc…",1,0,FN,0.38735314637823154
LogisticRegression,1,"Garota inteligente e muito patriota, mas com certeza ela teria que ter alguém à protegendo onde ela for, porque a esquerda da universidade não irão perdoar essa Super Guerreira :Brazil::folded_hands_light_skin_tone::Brazil:. São de jovens iguais que o Brasil :Brazil:precisa :clapping_hands::thumbs_up:",1,0,FN,0.2642896585012352
LogisticRegression,1,Se fosse vermelha a reação  da globolixo seria a mesma? Claro que não,1,0,FN,0.03033017469174128
LogisticRegression,1,"Quem é de Direita nem assiste essa emissora lixo , literalmente.",1,0,FN,0.2180757048654046
LogisticRegression,1,"Vamos combater a esquerda até vencermos essa guerra. 
SALVE NOSSO CONTATO 

Vote nos candidatos do Bolsonaro :Brazil: :Brazil: :Brazil: :Brazil: :Brazil: :Brazil:

* Deputado Federal: Coronel Malabarba 44.00

* Deputado Estadual: Ruy Irigaray BOLSONARO 44.000

* Presidente: Jair Bolsonaro 22
",1,0,FN,0.0007630019944847044
LogisticRegression,1,"*""Quando a então poderosíssima União Soviética invadiu a pequena Finlândia, o pai do missionário Eurico Bergsten, que servia no Brasil, repetia sem cessar a oração: “Deus, salve a Finlândia”.* 
*Ao acordar de manhã, ao tomar café, ao almoçar e a todo momento, durante todo dia, ele orava: “Deus, salve a Finlândia”.*
*E milagre aconteceu. O poderoso inimigo foi derrotado, e a Finlândia cristã foi liberta do comunismo. Façamos o mesmo pelo Brasil. Que a nossa oração incessante, a partir de agora, seja: “Deus, salve o Brasil”. Ao acordar, ao tomar café, ao almoçar e todo momento, que esse clamor esteja no seu coração e nos seus lábios: “Deus, salve o Brasil”. O milagre acontecerá. Ele ama o Brasil!""*
*Deus abençoe a todos!*   :woman_bowing::woman_bowing::woman_bowing::yellow_heart::green_heart::Brazil:🇷:Israel:🇱 
       *COMPARTILHE ESTA MENSAGEM*",1,0,FN,0.3840495634624522
LogisticRegression,1,"Já estão preparados para o golpe da esquerda  ???
:pensive_face::loudly_crying_face:
Não vejo outro cenário...

Aqui no RN , vai ser proibido todo tipo de forças policiais e  etc.. 
Por perto das zonas eleitorais...

 Sempre se soube que eleição é perigoso pois sempre alguém vem cobrar contas com seus desafetos e por aí vai , imagina como vai ser domingo...

Que Deus nos proteja :folded_hands_light_skin_tone::raising_hands_light_skin_tone::folded_hands_light_skin_tone::raising_hands_light_skin_tone::folded_hands_light_skin_tone:",1,0,FN,0.16399623949113548
LogisticRegression,1,Bicho estou louco aqui. Alguém chegou a ler o que o bandido de nove dedos escreveu???,1,0,FN,0.13830722552882127
LogisticRegression,1,"Um infeliz desse ainda qer se reeleger
Só sifor no inferno q e lugar de cão",1,0,FN,0.4637678583191143
LogisticRegression,1,"Isto aconteceu em 2018, na véspera do segundo turno
Quando Bolsonaro ganhou, a petezada sumiu. Pararam as invasões de imóveis",1,0,FN,0.3125059161136087
LogisticRegression,1,":backhand_index_pointing_up::backhand_index_pointing_up::backhand_index_pointing_up:
""Artistas acreditam que se tiverem benesses financeiras tudo vale...
Este oportunismo surgiu com a associação PT e artistas, que foram comprados para fazerem ""propaganda"" da esquerda.""

*Fonte:* Canal Layla Fiuza",1,0,FN,0.28911476014958465
LogisticRegression,1,"Sim. A ação contra bandidos deve ser enérgica. Entre tombar um bandido ou um cidadão de bem que tombe o bandido. Mas,e os números mostram isso_ não é só o bandido que deve ser combatido, mas o crime e o crime é um fato social com uma série de fatores criminógenos: desigualdade, base familiar, falência da educação formal ,entre outros.
Esperar que o crime diminua simplesmente eliminando criminosos é como supor que um balde sob a goteira resolverá o problema da telha destruída.",1,0,FN,0.05822992721522587
LogisticRegression,1,"GENTEEE, ESSE LADRA DO LULA ESTA MUITO TRANQUILO COM A VITÓRIA DELE,  TEM ARMAÇÃO POR AÍ. VAMOS ORAR E PEDIR A DEUS QUE CANCELE TODA AÇÃO DO MAL QUE ESTIVER ARMADO PARA AS NOSSAS ELEIÇÕES.",1,0,FN,0.25533321892539074
LogisticRegression,1,É SÓ TROCAR  O NOME BOLSONARO POR LULADRAO :backhand_index_pointing_up::backhand_index_pointing_up::backhand_index_pointing_up::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:A ANÁLISE FICA. REAL E VERDADEIRA :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,1,0,FN,0.25414825700417193
LogisticRegression,1,"Não vai dar Ciro dessa vez.
Mas se você gosta do Ciro, quer dizer que você é mais próximo do Lula que do Boçal genocida. Então vem de Lula logo e vamos fechar o caixão do Biroliro no primeiro turno",1,0,FN,0.00013167581816470007
LogisticRegression,1,"*CONCLAMAMOS A TODOS OS CIDADÃOS E CIDADÃS DE BEM DA NOSSA NAÇÃO.* 
*JOVENS E CRIANÇAS, ADULTOS E IDOSOS,* PARA COMPARECEREM AS URNAS, *NESTE PRÓXIMO DOMINGO, NO DIA GLORIOSO 02 DE OUTUBRO DE 2022,* VESTINDO AS CORES *VERDE E AMARELO.*
CATÓLICOS E EVANGÉLICOS, *PRECISAMOS NOS UNIR CONTRA UM INIMIGO COMUM,* O COMUNISMO E O SOCIALISMO.
*BRASIL ACIMA DE TUDO, DEUS ACIMA DE TODOS.* :index_pointing_up::index_pointing_up::index_pointing_up:",1,0,FN,0.010893830010986353
LogisticRegression,1,Já disse aqui que o deus dos bolsonarentos é Mamon?,1,0,FN,0.049501882122974884
LogisticRegression,1,Ceara hj a noite  01/10/22 o velho ladrão vai toma uma trolhada no rabo que vai perder ate as pregas :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1,0,FN,0.3448759507438911
LogisticRegression,1,"Deus E Deus De Surpresas , Confia Gente , Esse Comunista Não Vai Voltar Ao Poder",1,0,FN,0.19662044510847776
LogisticRegression,1,"A maconha, o comunismo, o roubo de celular, o pole amor, o aborto, e a liberação pra os políticos eleitos  democraticamente roubarem, e não serem presos por ter roubado o povo que os elegeram, também a vitória da lgbt , essa é a vitória dos crentes desviados do evangelho de nosso Senhor Jesus Cristo, e da glória de Deus Pai o eterno não é?.",1,0,FN,0.4214434183126746
LogisticRegression,1,"Ha 2000 anos o povo escolhe o ladrao. Ontem não foi diferente. Triste ver tanta gente ou ignorante e sem acesso à informaçãode qualidade ou desprovido de valores éticos e morais. Mas não adianta só reclamar. Temos que sair da nossa zona de conforto e lutar, garimpar votos etc onde quer que seja. Que Deus nos proteja do mal.",1,0,FN,0.013571743477341832
LogisticRegression,1,Esse professa com certeza vai ficar só no cheirinho do tão sonhado kite gay na sua escola:face_with_tears_of_joy::face_with_tears_of_joy: Bolsonaro reeleito mais 4 ano garantido sem esse kite gay nas escolas :folded_hands::folded_hands:,1,0,FN,0.028627211117180546
LogisticRegression,1,"Esse já era luladrao, sempre foi, quem é Bolsonaro é fiel não muda nunca, isso é um palhaço de esquerda querendo confundir a cabeça dos nordestinos",1,0,FN,0.37482106958659833
LogisticRegression,1,Estão tudo doido pela lei rounet esses artistas e jornalista comunista.  Teta do governo que e o pt dá para esse povo que já são rico milionários.,1,0,FN,0.15206417137205402
LogisticRegression,1,":index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up:

*Conselho estratégico pra essa guerra, estamos a poucos dias da batalha final *

*Não perca tempo em tentar convencer esquerdopatas, essa gente tem cabeça feita, são lobotomizados, são bestializados, são psicopatas em diferentes graus, só Deus pode fazer o milagre *

*Corra atrás dos indecisos, tem aí mais de 40 milhões, de não comparecimento, votos em branco, etc etcetera *.

*Vamos correr atrás dessa gente, esqueçam os petistas por enquanto*.

*Confesso que gosto de ver petista irritado kkkkkkkkkkkk, mas vamos esquecer essa gente, e focar agora em outro alvo :bullseye: *.

:call_me_hand::call_me_hand::call_me_hand::call_me_hand:",1,0,FN,0.0989526804709925
LogisticRegression,1,Vídeo muito bom. Por quê o socialismo não dá certo em lugar nenhum do mundo. Visto que a base vem do comunismo. Que foi criado por um vagabundo que nunca trabalhou na vida.,1,0,FN,0.31646132420654055
LogisticRegression,1,"Que todos se conscientizem de que: nesse momento o mais importante é coletar informações e estratégias nos grupos e levá-las para fora dos grupos - levá-las a todos os isentões, àqueles que vão à praia no dia do voto, àqueles que porventura vão votar errado (votar no criminoso) - de nada adianta participar de um grupo se não fizer isso - e hastear a Bandeira do Brasil para fora de todas as janelas do  nosso imenso território nacional é de suma importância para dar visibilidade ao nosso desejo: Liberdade, Deus, Pátria e família - o mundo precisa conhecer o nosso desejo - é necessário que todos compreendam o risco que estamos correndo - lutamos pela liberdade, contra o comunismo escravagista e genocida. Que Deus nos abençoe.",1,0,FN,0.0007288555594437446
LogisticRegression,1,"Cara de onde vc conseguiu tirar tal conclusão? E pare com risadinha forçada soa ridículo parece um retardado.

Vamo lá sem desviar, deixe de ser esse covarde e não fuja do assunto.

Bolsonaro disse que participaria de um ritual indigna que ia comer carne humana?",1,0,FN,0.38899200215470425
LogisticRegression,1,LULADRAO VAI POR O DOLAR A 40 REAIS :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:E INFLAÇÃO A 100%,1,0,FN,0.2482190414543003
LogisticRegression,1,"Faço isso! 
Todo material que denigre a imagem desse bandido e sua corja bem como as mazelas que já fez e ainda pretende fazer, eu envio a aqueles que ainda teimam em dizer que Lulaladrao não é Lulaladrao! 
Recebo vários “elogios”, mas continuo na luta por, quem sabe, uma mudança de pensamento!",1,0,FN,0.34871994411675955
LogisticRegression,1,LULADRAO com boné do traficante mister m fdm,1,0,FN,0.4971753124209745
LogisticRegression,1,JOVEM PAN É SENSURADA NÃO  PODEMOS MAIS CHAMAR O LULADRAO PELO QUE ELE É  E FAZ MAS PELO QUE  OS TOGADOS QUEREM ESTADO DE DITADURA,1,0,FN,0.23540137301137376
LogisticRegression,1,":megaphone::keycap_2::keycap_2::Brazil: *ATENÇÃO MUITA ATENÇÃO.* :Brazil::keycap_2::keycap_2::megaphone:

*Viagens em feriadão impensado irá nos CUSTAR 4 anos, talvez sem trabalho e sem dinheiro para viajar*

*Agora eu entendo pq, entre o primeiro turno e o segundo, teremos 4 semanas e não 3 como de costume. Dia 30 é um Domingo. Dia 29 é um sábado e 28 é uma sexta-feira. Dia do Funcionário Público. Com o de costume, feriado para o funcionalismo público. Eleição dia 30. Dia 01 de Novembro provável feriado/ponto facultativo e, dia 02/11, Finados. Outro feriado. Feriadão de 5 dias com uma eleição no meio. Quem viaja num feriadão? Eleitores do Bolsonaro ou eleitores do Luladrao? Abstenção severa? A quem vai beneficiar? Muita coincidência ou armação? Não vamos viajar. Vamos votar. Para reflexão.*:oncoming_fist::Brazil:",1,0,FN,0.05714721964220922
LogisticRegression,1,Não é a toa que lgbts maioria de esquerda são os que mais cometem pedofilia,1,0,FN,0.3259803932067916
LogisticRegression,1,"Daqui a pouco petista vai inventar que estão estressadas por causa da TPM sendo homem .
Pqp",1,0,FN,0.004944347618058087
LogisticRegression,1,TALVEZ  NÃO  VAI  TER  NADA  DIA TRINTA  SO VAI  DIA TRINTA  DE NOVEMBRO  DESCUBRIU  FRAUDES   CAMPANHA  DO NOSSO PRESIDENTE JAIR  O PARTIDO  DO LULADRAO  ÉSTAR ENVOLVIDO  TA DANDO  NA TV JOVEM PAN  OS DEPUTADOS  ESTÃO  QUERENDO  MUDA PRA O S JAIR  BOLSONARIO  NÃO  FICAR  NO PREJUÍZO,1,0,FN,0.048863722918213816
LogisticRegression,1,"Gente ontem eu estava no Rio e este é o folder que estavam distribuindo . Agora não tem como falarem que isso é FAKE . E eu pergunto : vcs realmente votarão num homem que quer liberar as drogas ordenamente deve ser por ordem . Ora libera a cocaina , depois na ordem segue a maconha , etc . Prestem atenção da Frase:ESTÁ LIVRE DE MOVIMENTOS CRISTÃOS . Eu sou uma serva do senhor e não posso concordar com isso  . Creio em Deus e que ele vive . E só Deus pode dar e tirar a vida . Então, como posso ser a favor DA LIBERDADE DO ABORTO ? Gente nem vou falar mas nada . No restaurante onde eu estava com alguns amigos e amigas  Se tornou insuportável quando começou o debate . Sabe por que? Por que algumas pessoas que são todos apoiados do Lula, os mesmo que estavam destrubuindo estes panfletos e adesivos ,começaram a gritar e gritar muito. Surtaram !!!!! várias pessoas ficaram assustadas E em sua maioria eram LGBTs. Que começaram a escandalizar o local . Não estou descriminado ninguém.",1,0,FN,0.005630528000204521
LogisticRegression,1,"*Quem for de são Paulo e outras regiões e tiver empresa, não contratem NORDESTINOS. Eu sou uma Nordestina Piauiense. Porém, não me conformo eles acabarem com nosso Estado e ir procurar emprego fora.*",1,0,FN,0.12712817903526108
LogisticRegression,1,A CASA CAIU!!!  OS NORDESTINO AGORA ESTÁ MOSTRANDO QUEM VAI COMER CAPIM.  INGUINORANTE DAS DESGRAÇA :Brazil::Brazil::Brazil::Brazil::Brazil:,1,0,FN,0.0753849069675043
LogisticRegression,1,"Não está sendo fácil digerir essas histórias em que o estádio mane garrincha já teria sido reservado para posse do Lula bem antes mesmo das eleições do 2º turno e também aquela imagem da rede esgoto mostrando vitória do Lulaladrao bem como as gravações de final de ano com Lula eleito!!! 
Tem caroço nesse angu! :thinking_face::man_shrugging_medium-light_skin_tone:",1,0,FN,0.313431772310903
