id,text_content_anonymous,rotulo_modelo
1944,"Que coisa boa  
Mas não sei de Zeca Dirceu e Túlio gadelha o da Fátima Bernardes, a que declarou voto aí Lula, bando de idiota",1
129,"*BOM DIA!!!!*

*Que Deus abençoe teu dia e de tua FAMÍLIA também!!!*

Que a Palavra de Deus se torne vida em sua vida.

*Peçam, e vocês receberão aquilo que pedirem. Procurem e vocês acharão. Batam, e a porta se abrirá. Pois todo aquele que pede, recebe. Qualquer um que procura, acha. Se vocês apenas baterem, a porta se abrirá.*
Mateus 7:7-8

:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:
JESUS SALVE O BRASIL DO COMUNISMO.
:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",0
280,"A seleção pode ir com a camisa do luladrao, já que o Tite é lula lá",1
1122,A esquerdalha fazendo lavagem cerebral nas escolas formando militontos petistas,1
2239,"????

Cara vc já chamou todo mudo de tudo que é coisa é quando eu te chamei vc se irritou, novamente pela sua lógica vc é petista, viado, mau caráter.

Sua sorte que eu não sigo sua lógica, o senhor não tem um pingo de respeito por ninguém e ainda fica tentando distorcer os fatos",1
1271,"Pensarão ganhar na pressão mas sabemos fazer conta 
Gratos a Deus primeiro e ao presidente e FFAA pela nossa ainda que machucada mas respirando forte liberdade",0
637,A imprensa velha mofada foi dizer que ele não tinha anunciado o voto. Taí! Leeevaaa!!!,0
2583,AS RATAZANAS PETRALHAS QUEREM MANDAR ATÉ NOS ARTISTAS DE RUAS:index_pointing_up::index_pointing_up::index_pointing_up::index_pointing_up:DITADURA COMUNISTA:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,1
1551,"Av. Paulista ao vivo pela CET :

NENHUM lulista comemorando !
Cadê os 47,6#% ?????",0
2188,*Pagode do Luladrão*,1
2715,O baiano tem que se ferrar mesmo. Votar em um carniça ladrão! Pqp,1
1043,Verdade vamos fazer nossa parte e o eterno Deus sabe o que é o melhor pra nois!,0
109,A eleição do Romário SÓ FAVORECE A ESQUERDA. Ele é o candidato da esquerda.,0
1509,O povo q assim ne amiga fazer o q? Só Deus mesmo.,0
1785,"Ninguém ninguém sabe o q aconteceu nas urnas, já anoite, ainda cheias de pessoas pra votarem

Só Deus sabe de tudo !!!",0
2819,"Eu triste não dá p acreditar 
Povo cego burros q vita no Lula não tem cabimento",1
2414,"Esse vídeo :backhand_index_pointing_down: mostra o chefe do tráfico de uma das maiores e mais violenta favelas de SALVADOR/ BA (Nordeste de Amaralina)

O Rasta, como é conhecido, aparece com Lulaladrao. 
:thinking_face:
Amigos ! Isso é muito sério! 
O cachaceiro está se alinhando com várias facções criminosas do Brasil. Devemos alertar aos isentōes para que revejam suas intenções de anular o voto. 

Apoiar Bolsonaro e esquecer essa birra inrustida por nosso presidente é o melhor caminho .",1
532,"A última peça, aquela que define o seu representante em Brasília, está na sua mão.
Não importa de qual lugar você esteja me vendo, o que vale mesmo é o seu compromisso em lutar pela dignidade do povo baiano. Chegou a oportunidade que você tem, de votar certo e eleger quem realmente pensa nas pessoas. Vote ADILSON SILVA – O FEDERAL DE TODA A BAHIA :keycap_1::keycap_1::keycap_7::keycap_7:",0
1567,Olavo sempre teve razão. :clapping_hands_light_skin_tone::Brazil:,0
1465,"É claro que não. O exército foi humilhado por anos e o máximo que pode fazer foi emitir notinhas oficiais que ninguém lê, aliás,  não foi essa a reclamação de sempre do Olavo? Se não foram capazes de proteger os seus na famigerada cpi da verdade vão agora colocar as mãos do maior vespeiro da história do pais que são essas apurações ? Sinto muito amigos, aconteceu nos EUA, chegou nossa vez",0
1909,"Nao to atribulada nao, olha o vidro ai, o cara fazendo a cabeça do Lula, colocando ele sob a autoridade do demônio, e o próprio Lula frequenta centro de macumba, falso profeta é vc que fica julgando os outros sem conhecer.",1
1251,"Pessoal, eu sou de direita, e venho aqui dizer que concordo com algo que o Felipe Neto disse.",0
421,"Não adianta.
Já começa misturando coisas, ""não sou direita ou esquerda...sou brasileiro"".
Não adianta vir mentir e falar em fatos...
Está deixando de lado vários fatos.
Vc simplesmente falou que quem ganha dinheiro é quem produz.
Tá errado isso?",0
1548,Então vc acredita que luladrão é alma mais honesta do País?,1
2919,"Este tal de CLEITOM _(COM CERTEZA É NOME FALSO... E É AGENTE DA ESQUERDA)..._ , está com o DDD de São Paulo, neste grupo WEB EUCLIDES DA CUNHA (cidade da Bahia), tá no grupo e detonando o Pr  Bolsonaro e detonando aos  Patriotas Conservadores da DIREITA Cristã... *ESTÁ ESPALHANDO ESTE VIDEO DE ALGUNS BAHIANOS DE ESQUERDA, FAZENDO PRESSÃO À UM PEQUENO GRUPO DE PATRIOTAS  CONSERVADORES DE DIREITA... Isto é para *QUEIMAR A IMAGEM DA BAHIA DE FORMA GERAL... VENDER PARA OS SULISTAS QUE A BAHIA* (fosse) *É IMBECIL E VERMELHA !* Vamos *AGIR DE FATO NAS RUAS E NOS MOVIMENTOS E GRAVAR NOSSAS POSTURAS DE DIREITA... E MOSTRAR AOS MILHARES AO BRASIL E AO MUNDO QUE A BAHIA E O NORDESTE É DE DIREITA E É BOLSONARISTA !* :Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",1
2759,Ciro SEMPRE CERTEIRO NA ANÁLISE e imbecil ao escolher um lado.,0
1150,"Bom dia, vamos à luta, Deus vai nos honrar :folded_hands_light_skin_tone:

Andréia Siqueira 1510
Adriano Coelho 12000
Beto Faro 131
Helder 15
Bolsonaro  22",0
779,"Com o debate da Globo ficou claro que
nenhum candidato é perfeito. Sempre falta alguma coisa:
- para Ciro falta controle;
- para Simone falta competência;
- para Soraya falta óleo de peroba;
-para o padre falta Jefferson;
- para Lula falta honestidade;
- e para Bolsonaro faltam dois dias.:folded_hands::raising_hands::Brazil:
Kkkkkk a internet segue bombando.",0
495,"Estadual

O mesmo se dá em relação aos estaduais, 

para termos mais gente na Assembleia 

dando apoio ao trabalho do Governo Federal.

Por isso insistimos nesse maior número de 22 PL.

O Bruno Engler também é bastante conhecido, 

porque perdeu a prefeitura para o Kalil 

muito próximo dele na primeira disputa.

Deve contar com votação expressiva.

O Henrique tem a seu favor estar militando

 na causa das escolas cívico-militares.

Até o momento conseguiu convencer prefeitos do interior a instalar sete delas.

Está com um projeto pronto para procurar outras prefeituras com mais 15.


Cláudia eu conheço pouco por ser da Polícia Militar.

Tenho conhecimento de que ela é da primeira turma de montanhistas da PM 

formada pelo Exército a chegar a Coronel.

Estamos citando pelas ideias que ela apresentou 

durante o almoço do Braga Netto em Belo Horizonte.",0
2199,"Petista é vc que é analfabeto político e fanático, que ignora as ações do governo e protege a imagem do político de estimação, vi isso na esquerda e vc é a prova viva dessa imbecilidade e cinismo na direita",1
2598,Com adesivo do LULADRÃO vc ganha trânsito livre do TRE para estacionar em cima de calçadas,1
70,"Toda autoridade é constituída ou permitida, por Deus. Ex: Saul e Davi.",0
2410,"Saí pra lá mentiroso do inferno, vai enganar outro esquerdopata mentiroso corvarde",1
1752,Eu não mudo meu voto nem na bala sou é bolsonaro 22 22 22 22 22 22,0
2451,"Resumindo:
O PT não quer que chamem o ladrão de ladrão porque os ladrões do STF anularam os julgamentos e declararam o juiz suspeito.
Querem reescrever a história com uma versão bizarra dos acontecimentos.  Quem não entende o vínculo do PT e seu chefe com o narcotráfico é louco, burro ou cúmplice..


E por isso QUE AS GLOBOS NOTICIAS...

ENXE A BOCA DE ORGULHO PRA FALAR :backhand_index_pointing_down:

Luis Inácio Lula DA SILVA.




:middle_finger::face_with_tears_of_joy::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::speaking_head::ear::index_pointing_at_the_viewer::speaking_head::ear::speaking_head::ear::index_pointing_at_the_viewer::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::Brazil::heavy_dollar_sign::pinched_fingers::heavy_dollar_sign::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::speaking_head::ear::speaking_head::ear:












*Ladrão Inocente Lalau Da Silva*

:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::shushing_face::face_with_tears_of_joy::rolling_on_the_floor_laughing:",1
1313,"Deus da o livre arbítrio, temos o bem e o mal temos que saber escolher",0
1196,"CORONEL MEIRA *2210* DEPUTADO FEDERAL
RENATO ANTUNES *22622* DEPUTADO ESTADUAL
GILSON MACHADO *222* SENADOR
ANDERSON FERREIRA *22* GOVERNADOR
BOLSONARO *22* PRESIDENTE",0
368,"*Essa é a música do nosso presidente Jair Messias Bolsonaro.*
*""Esse é o Meu Deus""*
*Marcelo Aguiar*",0
1580,Calma loira...o décimo dedo do luladrão está aí na sua ......,1
2246,Gente vamos encher aquilo lá por favor fazer melhor que o LULALADRÃO no Club tamoio em São Gonçalo vamos mostrar nossa força :flexed_biceps: :flexed_biceps: :flexed_biceps: :flexed_biceps:,0
