id,text_content_anonymous,rotulo_modelo
590,":Brazil: *COLINHA DA TROPA DO BOLSONARO NO AMAZONAS*:double_exclamation_mark:

:TOP_arrow:Santinho na ordem de votação da urna!!!

:check_mark_button: :keycap_2::keycap_2::keycap_1::keycap_0: *DEPUTADO FEDERAL* :backhand_index_pointing_right_light_skin_tone: Capitão Alberto Neto (PL)
 :check_mark_button: :keycap_2::keycap_2::keycap_0::keycap_0::keycap_0: *DEPUTADO ESTADUAL* :backhand_index_pointing_right_light_skin_tone: Major Fábio Huss (PL)
:check_mark_button: :keycap_2::keycap_2::keycap_2: *SENADOR* :backhand_index_pointing_right_light_skin_tone: Coronel Menezes (PL) 
:check_mark_button: :keycap_0::keycap_0: *GOVERNADOR* :backhand_index_pointing_right_light_skin_tone: Escolha o menos pior!!!
:check_mark_button: :keycap_2::keycap_2: *PRESIDENTE* :backhand_index_pointing_right_light_skin_tone: Capitão Jair Bolsonaro (PL)



ELEICAO 2022 FABIO DE OLIVEIRA HUSS DEPUTADO ESTADUAL
CNPJ 47.528.712/0001-41",0
2526,Olha a sujeira do youtube. 1 hora de live e nao retiraram a propaganda do luladrão da tela. Muito sujo isso,1
2227,"Amigo o problema não e ele ser gay ou bi ate porque eu sou tbm.

O problema e que ele tem um discurso extremamente lgbtfobico e esse exposed mostra a hipocrisia dele",1
328,"*Bom Dia PATRIOTAS*

*Venho Aqui Pedir Ajuda a Vcs Com Qualquer Valor,Vai Mim Ajudar Muito,Pra Mim Poder Ta Viajando No Sábado Pra Cidade Onde Eu Voto,Pois é 230,00 de Pasaagem...Totalizando 460,00 Pra Ir e Voltar,Vcs Mim Ajudar Vou Ficar Muito Grato...Vou Mandar a Foto de Onde Eu Voto*

Chave Pix *73998553436*


*DEUS*
*PÁTRIA*
*FAMÍLIA*
*LIBERDADE*

:Brazil::Brazil::Brazil::Brazil::keycap_2::keycap_2::Brazil::Brazil::Brazil::Brazil:",0
1301,"Estou em uma churrascaria e vendo uns filhos da puta do mst aqui com boné de lula, chega dar nojo",1
1584,"*Agora estaremos mais fortes, pois os deputados, senadores e governadores mercenários, não mais lutarão pelo seu voto... Será uma nova campanha e diante das pesquisas forjadas, o povo cristão, o patrioras,  homens e mulheres de bem, ficarão ainda mais fortes. Brasil acima de tudo e Deus acima de todos. A vitória será nossa!* :Brazil::Brazil::Brazil::Brazil::Brazil::Brazil: :keycap_2::keycap_2: neles.",0
1436,"Luladrão ganhando em todo o nordeste 
Estão usando o Nordeste para fraudar a eleição",1
292,"Você não é comunista, vc é moleque mimado criado com a vovó, dá turma você é o quê dava o :OK_hand: pros amigos e hj fuma maconha pra dizer que é macho...",1
1322,"4. Bem-aventurado aquele a quem tu escolhes, e fazes chegar a ti, para habitar em teus átrios! Nós seremos satisfeitos com a bondade da tua casa, do teu santo templo.
5. Com prodígios nos respondes em justiça, ó Deus da nossa salvação, a esperança de todas as extremidades da terra, e do mais remoto mar;
6. tu que pela tua força consolidas os montes, cingido de poder;
(Salmos, 65)",0
622,Gente ... Ela excluiu a votação...e colocou um print do início onde o Lula estava ganhando...pq disse que foi atacada...pq questionaram ela perguntando se ele era preta? Como disse nos stories anterior...ainda disse que processará essa pessoa,0
602,Urnas sendo preparadas em um sindicato . :thinking_face::thinking_face::thinking_face::thinking_face: estranho isso,0
522,"POR FAVOR VOTE CONCIENTE NÃO VOTE NA ESQUERDA , E NEM EM CANDIDATOS DISFARÇADOS DE DIREITA ESTUDEM SEU CANDIDATO :Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",0
2446,"É ruim xandão do pcc mandar prender o luladrão. 
Todos bandidos.",1
2628,"Faz o seguinte petista .
Deixa de ser burro e seja rico.
A inveja destrói a inteligência de vcs petistas analfabetos ,burros e ladrões",1
2727,"No passado os Profetas
Homens santos não poderiam ""ser dúbios"" em decisão crucial 
O CASTIGO 
Era o apedrejamento até à morte. Hj a exemplo do que A CORJA DO STF FEZ À FAVOR DE LULALADRÃO É ABOMINÁVEL 

DEIXOU Á NAÇÃO EM EMINENTE GUERRA CIVIL 
Ê SE O PREÇO FOR ESSE ESPERO QUE UM SNNIPER COM O DEDO NO GATILHO Ê A MÍRA APONTADA PRIMEIRO PARA A CABEÇA DOS MINISTROS Q OCASIONARAM TÃO DESAGRADÁVEL SITUAÇÃO.

#UMSNIPPERPARAFACHIN

#UMSNIPPERPARAALEXANDREDEMORAES

#UMSNIPPERPARALULALADRÃO",1
1254,"Votação em Lisboa está o caos, não se consegue encontrar o fim da fila e o processo está extremamente lento.",0
50,"Bloqueia nao. Deixa eles verem o que postamos. Assim pode ser que abram suas mentes. Que adeanta nós postarmos sempre pra nòs mesmos ?  nos que isso pode nos ajudar em nossa causa? Ficarmos numa bolha nada muda. Da discussao nasce a luz. É tambem a prova do nosso espirito democrata, acho.",0
1455,"Deus E Deus De Surpresas , Confia Gente , Esse Comunista Não Vai Voltar Ao Poder",1
2656,"Gente eu fico chocado com essa propaganda eleitoral do Bozo. Parece que todos são anjos de candura!! Nem parece o doido que fala merda todo dia. Os marketeiriz estão de parabéns viu. É muita mentira e muita enganação. E o brasileiro esquece o que aconteceu até na semana passada pra votar nesse monstro. Aliás a monstruosidade de Bolsonaro. aumenta ainda mais com tanta fake News, hipocrisia e promessas fajutas do programa eleitoral . É muita cara de pau. O brasileiro é muuuuuito burro , meu Deus",1
161,"COMBATE AO ATIVISMO LGBT Infelizmente, grupos de pressão, que sequestram pautas identitárias, querem subverter a noção de igualdade e garantir favorecimentos para si em detrimento do restante da sociedade. É o caso, por exemplo, do movimento LGBT, que em Salvador ameaça os comerciantes e busca, a seu bel prazer, criminalizar quem não os coloca sobre um pedestal. Como vereador, lutei contra as medidas autoritárias do ativismo LGBT que queriam multar donos de estabelecimentos comerciais de forma injusta. Somos todos iguais perante à lei e, principalmente, a Deus. Peço seu voto agora para deputado estadual! Comprarei essa briga para proteger os comerciantes e as famílias de toda Bahia. 

#CezarLeite
#DeputadoEstadual
:keycap_2::keycap_0::keycap_0::keycap_2::keycap_2::check_mark_button::Brazil:

#CL20022
#20022
#LeiteNelesBahia 
#CezarLeite20022
#TimeCezarLeite
#BolsoLeite20022 
#Bolsonaro22
#Roma22
#Raissa222",1
1842,Direita maior que centrao,0
2388,:backhand_index_pointing_up: *Empresário faz um desafio: Está dando 1 MILHÃO de reais para quem provar juridicamente que Luladrão é inocente* :winking_face::winking_face: *Essa é a sua chance de tentar ser rico....* :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,1
1403,Nos temos Deus do nosso lado ele está no controle de tudo:raising_hands_light_skin_tone::raising_hands_light_skin_tone:,0
1508,":warning: Atenção,

Não podemos entrar nessa de fraude ainda, temos que focar para ganhar a eleição no segundo turno, essa narrativa de fraude nesse momento não ajuda lá na frente, em nada, pelo contrário.

Temos que conquistar 8% de votos para o presidente Bolsonaro, não é hora de ficar choramingando, e hora sim de erger as mangas e  trabalhar, em nossas redes sociais, em nossos rols de amizade ,nos nossos bairros, no trabalho etc..

Vamos pra cima rumo a vitória nada de discurso derrotista nesse momento vamos pra luta.

Brasil acima de tudo Deus acima de todos!",0
186,"ATENÇÃO Brasil,ta muito estranho isso :face_with_raised_eyebrow:,urnas sendo abertas e mexidas dentro do sindicato do PT :flushed_face:  vamos compartilhar",1
493,"*""Essa de hoje ficou claro que o TSE/STF faz militância política:triangular_flag:. Primeiro proibiu o Presidente de fazer live agora quer proibir os brasileiros de irem votar com a camisa do Brasil:Brazil:. Hoje o Ministro Alexandre Moraes rasgou a nossa constituição e jogou na lata do lixo. Até onde vai as arbitrariedades desse senhor, já está na hora de dar um basta, chega!""*


Rodrigo Constantino",0
723,"Bolsonaro triturou a cleptocracia unida, contra a verdade não existem argumentos.
A oposição corrupta unida se fudeu durante 4 anos inventando mentiras contra o presidente, sem que nenhum ilícito sequer tenha sido provado, tudo falácia, ilação infundada, falsa narrativa, bravata politiqueira, em nome do roubo em sequência que acontece desde o governo Sarney e que sempre foi escondida por essa mídia militonta, responsável por muita postura idiota, desse tanto de idiota que a gente ainda vê por aí depois de tanta merda que já aconteceu!!!

Esse debate maravilhoso, vem pra coroar e confirmar com chave de ouro, o único resultado aceitável para essas eleições, a reeleição do melhor presidente que esse país já teve, Jair Messias Bolsonaro!!!
:Brazil::Japanese_symbol_for_beginner::Brazil::Japanese_symbol_for_beginner::Brazil::Japanese_symbol_for_beginner:",1
162,PT = Organização Criminosa.                O POVO BRASILEIRO NÃO É IDIOTA !,1
460,":police_car_light:Importantíssimo! 
Orientação:
Se ocorrer algum problema no momento do voto

Se ocorrer algo anormal no momento de votar, tenha calma, não tenha medo, nem se altere.
O TSE e o Ministério da Segurança Pública firmaram uma Orientação conjunta para resolver quaisquer problemas ocorridos - o mais importante é saber que ninguém será preso (como de divulgou) e nem impedido de registrar a ocorrência.
Nesse caso, deve-se chamar o MESÁRIO e explicar o ocorrido para que registre no aplicativo ""Pardal"" - nesse caso ele deverá clicar em ""Nova denúncia"" e depois em ""Outros/denúncia"" e finalizar o processo.

Se necessário, mostre este print acima - da Orientação TSE/MSP - com os procedimentos a fazer.
Para conferência e conhecimento antes da votação, acesse este link, direto do TSE e leia o material completo.

:Brazil:",0
1640,"Só agora eu entendo porque as irmãs do instituto Hessed oravam tanto pelo Brasil na quaresma de São Miguel arcanjo.... foram 40 dias de oração..

 Mas eu nao desisti.... 
Quem como Deus? Ninguém",0
749,"Você não vota no Lula, dar pra ver pelo seu linguajar preconceituoso e racista, *o termo mula se fere a pessoas inferteis como as mulas, é.um linguajar usado por racistas para se desfazerem dos pardos que são descendentes de brancos e negros.*",1
