id,text_content_anonymous,rotulo_modelo
1312,":baguette_bread::open_book::latin_cross:
Pão Nosso de Cada Dia

Agradeço a meu Deus toda vez que me lembro de vocês. - Filipenses 1:3 NVI

A gratidão é um dos sentimentos mais nobres que podemos ter, pois tudo que somos hoje é fruto das experiências vividas e das pessoas que nos apoiaram nessa caminhada. Assim como Paulo, devemos também semear o Evangelho, e vemos a gratidão do apóstolo por saber que eles estavam firmados na Palavra de Deus. Como é bom poder ver aqueles que ajudamos ou convivemos nessa vida, caminhando com Cristo e fazendo o que é bom. Nosso Pai Celestial tem prazer quando nos vê progredindo, assim também devemos ter alegria com aqueles que semeamos para Cristo, sendo instrumentos nas mãos do Senhor. Só tem gratidão quem entende a dimensão do perdão e do amor de Deus, e da alegria de ver o sucesso do seu próximo.

Que nossa alegria seja poder ver os nossos amigos e familiares servindo ao Senhor em todas as coisas.
:baguette_bread::open_book::latin_cross:",0
259,Não o TARCÍSIO É 10. Votem só nos CANDIDATOS que o presidente indicou. Esse ELEICAO é sobre LUBERDADE! SERMOS LIVRES. NAO É POR VACINAS OU PASSAPORTES DE VACINA.  NAO CAIAM NESSA VCS ENFRAQUECERAO OS CANDIDATOS Q O ORESIDENTE PEDIU PULVERIZANDO VOTOS EM TODAS AS DIREÇÕES. E FORTALECERAO A ESQUERDA !,0
2829,"Chorume de lixão tu ja era ladrão!!! O inferno lhe espera. Volta pro limbo satanás! 
Dia 30 BOLSONARO 22",1
2070,SATANISTA DO LULA É BOIOLA. QUEM DIRIA...,1
1073,"OREM O SALMO 91 TODOS OS DIAS E SE POSSÍVEL VARIAS VEZES POR DIA  PEDINDO A JESUS QUE TENHA MISERICÓRDIA DO NOSSO BRASIL E DE TODOS NÓS PARA QUE O MAL NÃO TRIUNFE .SE VOCÊ ANULAR O VOTO, VOTAR EM BRANCO OU NÃO IR VOTAR JÁ ESTÁ DANDO OPORTUNIDADE PRA ESQUERDA PENSEM BEM ATÉ DIA 30 ,E QUE DEUS NÃO NOS DESAMPARE .DEUS ABENÇOE A TODOS",0
78,0,0
1803,":warning::warning::warning::warning::warning::warning::warning::warning::warning::warning:
Meu posicionamento é simples. A eleição nunca será justa pois mesmo que fosse limpa, às decisões do TSE já maculam o pleito desde o início. Deixam todo tipo de fake contra o presidente, e censuram toda verdade contra o Luladrão se essa verdade pode prejudicar o candidato. As provas de fraude eram necessárias e já foram coletadas, então, não existe motivos para o Bolsonaro aceitar uma derrota. E se ele aceitar a derrota e entregar o poder ao Ladrão, eu  nunca irei perdoar o presidente Bolsonaro a quem estimo tanto",1
1150,"Gente, eu já fui convidada p reuniões abertas da Maconaria e dos De Moley. Quer dizer q sou uma Estrela do Oriente? Claro q não. Vão catar coquinho.",0
1696,"satanista e viado, se cai aq na noroeste em Goiânia ele tá fudido",1
2194,"QUERIDOS PATRÍOTAS, ESSA É A NOSSA SEGUNDA E ÚLTIMA OPORTUNIDADE DE COMPROVAR QUE NOSSO PRESIDENTE BOLSONARO REELEITO NO SEGUNDO TURNO.

NO PRIMEIRO TURNO, A MAIORIA DERAM OUVIDO AS MENTIRAS DOS CANALHAS DA ESQUERDA E NÃO CONSEGUIMOS JUNTAR O SUFICIENTE PARA COMPROVAÇÃO.
OU VOCÊ ACREDITA NAQUEJÁ VENCEMOS, OU ACREDITA NESSAS MENTIRAS DO PT E GUARDA SEU COMPROVANTE QUE SÓ SEVIRIA PARA COMPROVAR A VITORIA DO BOLSONARO! 

SE ACREDITA NA VITORIA DO BOLSONARO, AJUDE A QUEM AINDA NÃO USA O TELEGRAM!",1
817,"Queridos irmãos,  tenho pra mim que essa guerra é mais que tudo espiritual.  Precisamos nos arrepender dos nossos pecados e iniquidades para que Deus possa intervir e dar a vitória sobre o inimigo. 
 Para sarar nossa terra, nós precisamos sarar o nosso eu,  nossa casa, nossa família, a nossa vida tem que estar em retidão. Foi isso que Deus falou comigo nessa manhã. Para que não pereçamos, precisamos nos derramar em Deus. Levítico 26. Jesus nos guarde.",0
1611,"Amigo quem faz hospitais de campanhas é os GOVERNADORES.O presidente ou seja o governo federal só manda o dinheiro.E o dinheiro foi enviado.Voces vão estudar  burrece.Voces nem sabem qual é a obrigações de cada parlamentar,.nao querem ser chamados de burro.Eu se você passava para o lado da direita e assistir as live do presidente Bolsonaro,para não fica falando besteira.",1
682,"Boa tarde amigos patriotas.
Vocês já viram a nova história que levantaram contra o Bolsonaro? Um vídeo que ele fala que comeria carne de índio, estão acusando nosso presidente de ser canibal.
É muito ataque vindo de todos os lados, a esquerda está furiosa, não sei mais como vamos nos defender :loudly_crying_face::loudly_crying_face:",0
1466,"Poderá um trono corrupto estar em aliança contigo?, um trono que faz injustiças em nome da lei?
Eles planejam contra a vida dos justos e condenam os inocentes à morte.
Mas o Senhor é a minha torre segura; o meu Deus é a rocha em que encontro refúgio.
Fará cair sobre eles os seus crimes, e os destruirá por causa dos seus pecados; o Senhor, o nosso Deus, os destruirá!

Salmos 94:20-23",0
2470,Importante espalhar muito esse vídeo no Tok Tok mostrar aquele vídeo dos macumbeiros SATANISTAS fazendo feitiço pro lula ganhar.  Postem lá e no twiter onde tem muitos jovens pra alertar,1
909,pediria licenca dizendo q ta doente so p nao ir preso e ficar recebendo e pkr fora nos contatos so q com senado todo migrado p nos ja era ! e a vitoria comecou ai dentro do congresso,0
1329,Afinal o grupo é de direita e todos que estão aqui são de direita? se não é melhor a gente sair precisamos ter certeza disso,0
277,"É muito difícil acabar com o abuso infantil quando gente graúda está envolvida nisso. Mas o que pode ser feito para atenuar o problema?

Algumas crianças são abusadas, porque foram sequestradas, ou os pais as venderam ou as enviaram à prostituição pela condição de miséria. Logo, levar avanços econômicos seria um bom remédio.

Outro remédio seria as investigações policiais. Mas quando políticos, policiais, juízes, empresários,  celebridades, ou seja, pessoas muito poderosas, estão envolvidas nisso, a investigação pode ficar muito limitada.Por isso temos obrigação de apoiar BOLSONARO e cobrar dele que desmantelar essa quadrilha e questão de honra a todo cidadão do bem,seja quem for, temos que deixar de sermos omissos e pedir e cobrar :victory_hand::victory_hand:",0
799,"Irmãos FOMOS CONVOCADOS!!!
:soccer_ball::soccer_ball::soccer_ball::soccer_ball::soccer_ball:

Nossa copa do mundo é aqui em Brasília, e estamos nas finais!!!!!!!


Os juízes estão contra, a mídia está contra, nosso exército esta apático devemos nos unir em prol do maior protesto que esse país ja presenciou contra a corja inteira de corruptos

Que tomaram nossa casa

ERGAM-SE BRASILEIROS E BRASILEIRAS PATRIOTAS



LUTAREMOS ATÉ O FIM !!!


Deus 
Pátria 
Família 
Liberdade 


:Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:",0
1247,"EU QUERO ESSA FAIXA PRA COLOCAR NA PRAÇA DA MINHA CIDADE AQUI NA BAHIA, CANUDOS SERTÃO BAIANO -BAHIA",0
1268,"*IDEIA GENIAL*

Foi criado um Grupo no Telegram, exclusivo para contagem pública de votos no Bolsonaro.

Lá é Proibido postar qualquer outra coisa.

Fale de onde você é, e se você votou no Capitão do Povo.

Convidem seus amigos patriotas para entrar no grupo

[USER]",0
1187,":clipboard:Anote esta data, 22 de outubro, o Dia da Virada!:Brazil:

Em Belo Horizonte temos um encontro marcado a partir de  09h, na Praça de Esportes da Pampulha.
Um evento voltado para toda família e contará com a presença da primeira dama, Michelle Bolsonaro e da senadora Damares.

Movimentos de Direita Conservador de MG, os Prs. Jorge Linhares, Daniela Linhares , líderes religiosos cristãos e  Movimento Mulheres com Bolsonaro se unem para entoar em uma só voz a importância da luta pela proteção das nossas crianças, famílias e pela nossa liberdade!

:check_mark_button:Traga toda a sua família, convide alguém que nunca participou de uma manifestação pró-Bolsonaro e se surpreenda com um evento jamais visto em BH!

A hora da virada é agora! :Brazil:

:Brazil:Belo Horizonte
:warning::check_mark_button:Dia 22 (sábado) a partir de 9 horas na Praça de Esportes da Pampulha (ao lado do parque Guanabara).",0
358,O mais bonito neste vídeo é ver Deus trabalhando no coração do Emílio. Ele nao é mais o mesmo. Nós todos mudamos. E a gente sente Deus ali naquele momento. Amei.,0
754,"Tropa do tenham cuidado com esses desgraçados do PT que parece que estão se reunindo para atacar caminhoneiros e as pessoas, inteceptei algumas mensagens eles se programando para tais atos, fiquem espertos e alerta Fé em Deus ja deu tudo certo venceremos essa batalha :Brazil::Brazil::Brazil:",1
1797,"A tá…. Alienado , que grande homem é o molusco seu demente!
A favor do aborto 
A favor da legalização das drogas 
Roubou trilhões e investiu em países comunistas , genocidas 
Irá dar a Amazônia para ONU, perderemos a nossa soberania como nação, jumento !
Legalização de pequenos roubos
Affffgf sem paciência com JUMENTOS HOJE!",1
168,"Sou baiano irmão, e ACM NETO ESTA SE MOSTRANDO SER A MESMA COISA.",0
1740,nem precisa de medo o Flavio mesmo postou hj esse grupo de pesquisa de hj ele é pago pela globo e outra tera tava 48 Luladrao x 44 Pres e nunca aumenta nosso Pres repare e hoje do nada me colocam 55% ao ladrao  subiu tao rapido ??? e nosso Pres 42%  :thinking_face: naao confie,1
1544,"MORO É GRAU 33 DA MAÇONARIA, TRAIDOR DA PÁTRIA, PROMOVE A AGENDA 2030 DA FOME, RETIRADA DOS BENS DOS CIDADÃOS. .FIM DAS EMPRESAS...NÃO PROMOVAM ESTAS INFORMAÇÕES FALSAS. . ELE FAZ PARTE DA CIA DOS USA E É O QUERIDO DA ONU. ELE VAI TOMAR O PODER ATRAVÉS DO SRNADO",1
1041,:red_circle: Mensagem Atual de Nossa Senhora. Confira com Atenção e Compartilhe! Deus abencoe e retribua :folded_hands:,0
1116,"______

Está escrito na palavra de Deus, o Senhor dos céus e da terra.







Ora, a fé é a certeza daquilo que esperamos e a prova das coisas que não vemos.








Está escrito em Hebreus 11:1 Bíblia Sagrada

_______",0
