id,text_content_anonymous,rotulo_modelo
679,"Pessoal, hipótese:

O Ciro não fez um simples teatro das tesouras, ele foi o wingman do Lula o tempo todo. Que a chance dele é em 2026 e ele percebeu isso, está bem claro, mas avaliem comigo, se o Lula leva no primeiro turno, as chances dele em 2026 ficam bem maiores apresentando a narrativa de q nem o Lula nem o Bolsonaro deram certo, então ele seria a próxima alternativa lógica. Mas então porque ele atacou o Lula de forma tão feroz e foi tão ""cordial"" com os demais se ele não iria apoiar o candidato ferozmente atacado em um eventual segundo turno?

Aí eu pergunto, o Ciro achava minimamente q teria segundo turno? Ou ele estava CONVICTO de q a fatura ia ser resolvida no primeiro?",0
115,"Com certeza Stf e Ste sao militantes partidarios e agem a favor do ex-condenado e se não pararem eles, eles nos pararao. Presidente bolsonaro deveria agir, nao adianta mais mandar o povo ir pra rua, nada disso adiantou, xandao ja mostrou quem manda e rasgou a constituiçao e  passou das 4 linhas, e esses atos nao podem ficar impunes:red_exclamation_mark:É o fim da liberdade de expressao, um caminho sem volta:red_exclamation_mark:Nos dias atuais, dizer a verdade e amar a verdade se tornou um ato revolucionário, heroico.",1
874,"Pode sim eu tenho 3 e eu trabalho e pago minha vizinha para fica com eles , ja morei em vila e trabalho de doméstica e agora vendo e pano de prato  uma micro empresa de pano de prato Por isso que eu.saia da escravidão que eu a esquerda fez vive.acorda esquerda!!!",1
1581,"Exatamente.  A mídiacomunista está sendo muit9 bem paga pelo Molusco.

Agora Brasil está rico , melhores do mundo, irá emprocer de novo o que está acontecendo com a Argentina, Chile, Nicarágua, Venezuela, México, USA,  Canadá,  Vaticano,   Bolívia,  Cuba, Panamá, México, UE, Austrália,  N. Zelândia, etc.


Eles querem as riquezas que o Presidente com Paulo Guedes conseguiram de volta, por isso compraram a mídia pata meter o pau à manifestação.",1
1684,"Irmão, com a esquerda no poder, o Brasil vai afundar... Estamos na luta pra reeleger o presidente Bolsonaro pra que o pior não aconteça, basta ver os países que são apoiados pelo governo comunista de esquerda... Estamos na luta pra o Bolsonaro ganhar pq vai ser para o nosso bem... Não adianta você ficar insultando o cara pq isso não passa de ser Maria vá com as outras .. da uma pesquisada aí e se liga como estaremos com o comunismo implantado aqui ... Sem contar que o lula deve estar no ódio por a esquerda ter perdido alguns anos no poder",1
1005,"E a direita dizendo que vai votar nesse quadrilheiro.
Senhores, existe uma quadrilha que fudeu e continua fedendo o estado. Os cabeças são Cabral, Paes, Picciani...e Castro faz parte dessa quadrilha.
Ele está apoiando o filho do Cabral. Sabem qual o partido do filho do Cabral? PP que está coligado ao PL, partido do Bolsonaro.

O que quero dizer com isso?
Esqueçam partido. Busquem pessoas.

E ainda querem difamar o Novo. Quando peço fatos só apresentam narrativas ou as idiotices de Amoedo.

Ganime é o único candidato ao governo do RJ de direita.
Competente, inteligente e honesto.

Por que será que nós debates ele não foi em nenhum momento atacado?",0
1085,"Essas eleições podem, infelizmente, significar como será nossa vida e de nossos filhos NOS PRÓXIMOS 50 ANOS.

A esquerda NÃO PODE voltar para o poder!

Assim como o Rio de Janeiro e Minas Gerais, nós estamos trabalhando para manter a esquerda longe do nosso Estado...

São Paulo é reconhecidamente importante para o Sudeste e eles precisam de nós!

Apoie candidatos que estão trabalhando FORTE lado a lado com o Presidente Bolsonaro

COMPARTILHE ESSA COLINHA com seus contatos e LEVE EM UM PAPEL NO DIA DAS ELEIÇÕES...

O Brasil precisa do Sudeste, o Sudeste precisa de São Paulo, e São Paulo precisa de você e eu...",0
765,"Muito óbvio . Petistas aqui postando tudo o que é fake apenas para tentar enganar a si mesmo . Pq os que são da direita aqui, são informados e não alienados com postagens absurdas , fotos montadas (e muito óbvio ).",1
1319,"Você que é FIEL a BOLSONARO eu entendo que queira votar em Romário porque ele é do partido do Presidente.

Mas entenda que o Presidente NÃO É dono do PL infelizmente.
Essa é a realidade, infelizmente, meu amigo.

O PTB de fato é o único partido que veios APENAS com candidatos CONSERVADORES.

VOTAR DANIEL SILVEIRA 142 é MARCAR POSIÇÃO CONSERVADORA e dar UM RECADO AO SUPREMO.

No nome de Jesus eu peço a você que é Bolsonarista e/ou evangélico (como EU SOU):

Esqueça ROMÁRIO
Esqueça CLARISSA

Precisamos marcar um POSIÇÃO CONSERVADORA

Vamos abençoar esse casal que é perseguido pelos urubus:
VOTEMOS TODOS
DANIEL SILVEIRA 142
PAOLA SILVEIRA 1441",0
601,O professor Olavo de Carvalho já falou quem são. Os fatos ao longo da história provam o que afirmamos e você não está sendo enganado por nós.,1
422,"Ok, mas até a esse sistema o Bolsonaro se opôs. Nosso presidente pessoas que moram em países de ""1º mundo"" sonharem em ter um presidente como o nosso. Foi um dos raríssimos presidentes que peitou a vacinação forçada, o passaporte sanitário, o lockdown ditatorial (a população nunca foi consultada se concordava) e a liberdade de escolha sobre qual tratamento e remédio tomar. Ele foi, e é, uma pedra no sapato do sistema globalista. Até quando aguentará, não sabemos. Mas é desonesto dizer que ele é empregado desse sistema.",1
2759,"Bolsonaro vendeu o povo pro satanás  e também é abortista. Meu Deus,  como pude votar num homem desse? Fui enganado ppr um fariseu.  Tá repreendido em nome do Senhor.  Eu e minha família  é minha congregação  aqui em Planaltina-DF estamos horrorizados com tantos absurdos que estamos recebendo . Tem até  a Michele num templo Maçon no casamento daquela Sambely q é deputada",1
2550,"Então vamos fazer nossa parte não só captando votos , vc viu como foi a votação no domingo passado? se vc acha que só voto é suficiente vc tem que acordar , temos que nos posicionar como patriotas, palavras de ordem e expulsar os comunista do país não ficar aqui só escondido em grupos que só tem conservador postando vídeos.",1
2299,"Os brasileiros burros e sem estudo, que cai no discurso da esquerda! O Brasil mudou ! Despertou! Bolsonaro nesses comunistas",1
2747,":police_car_light::police_car_light::police_car_light:atenção todos tem que entrar nas páginas da esquerda e simplesmente disser uma verdade que votem 22 e saberemos a verdade e se não for podemos tirar,mas se der lula fica Alkimim e esse o plano da esquerda,acordem a petezada urgente,reta final para cima deles :oncoming_fist::victory_hand::victory_hand:",1
2948,Nós da direita estamos pisando num campo minado. Nosso presidente vai agir na hora certa. Deixa os petralhas festejar. Quem rir por último ri melhor.,1
792,"Furem a bolha. Conversem com as pessoas nas ruas, nos eventos, nas casas. Grupo de WhatsApp é ambiente de convertido. É necessário ir atrás daqueles que estão de fora dos movimentos.

Explique às pessoas a tragédia que será um governo petista. Faça um comparativo com os nossos vizinhos da América do Sul.

Explique os crimes cometidos pelo ex-presidiário, se for necessário, desenhe. Diga também que o criminoso não foi inocentado, foi descondenado por razão de CEP, e que foi condenado por mais de 30 juízes, não somente o Moro.

Explique o bandido é a favor do aborto, ideologia de gênero, casamento infantil, casamento entre pais e filhos (Orlando Silva tem um PL 3369/2015, PCdoB é PT).

Em fim, fure a bolha.

Vote 22 - [USER]",1
15,"Bom dia   

        
""Clama a mim, e responder-te-ei, e anunciar-te-ei coisas grandes e firmes que não sabes."" (Jeremias:33:3):raising_hands_light_skin_tone:

Deus quer que nós O busquemos e clamemos por Ele. Ele quer nos responder e nos contar coisas além da compreensão humana. Ele anseia chegar mais perto de nós para que possamos conhecê-lo. Como uma criança amedrontada chama um pai amoroso no quarto ao lado, nós também podemos chamá-lo, sabendo que nosso Pai nos responderá, nos protegerá e nos confortará. Mais do que isso, nosso Pai nos revelará coisas que seriam impossíveis nós sabermos sem a graça dele.",0
1871,É um tapa na cara do povo de Deus agora daqui pra frente sabem se separar deste satanistas não se misturar com eles estás festa onde satanás que está no controle nos o povo de Deus nem temos que estar bares bagunça porque doq adianta ficar aí falando de Deus e viver o mundão,1
1850,"Com certeza não é legal. O importante é que o presidente não se envolva agora. Depois veremos no que isso vai dá. De uma forma ou de outra é culpa do Ladrão. Se foi uma reação espontânea do Jefferson ou se é combinado com a esquerda, sempre tem o dedo do Luladrão.",1
2483,"ESSE CANAL É DOS PATRIOTAS OU DO COMUNISTAS , FILHA DA PUTA",1
1401,Tem que travar a economia do Brasil para que os ratos saim do poder nós que fazemos a economia girar e vocês acham que os empresários vão investir a qui se for comunista nunca nani vai acabar com todos os nossos empregos quem tem não vai ter por que dependemos do empresários do país para que gerem em prego Povo trabalhador mais perder umas dias de serviço que o resto da vida escravo da esquerda e passando fome e comendo cachorro não é o futuro que você deseja né em tão não retroceder já mais agora é um revolução patriótica sem violência. O mundo tem que ver que o Brasil não aceita mais corrupção impunidade divisão injustiça e falta de caráter povo hora é só está e nada mais ou recuperamos o nosso Brasil ou perdemos tudo. O Egito precisou de 18 dias para derrubar um ditador de 30 anos muitos morreram mais não desistiu e não vai durar para sempre a manifestação nas ruas mais continuar sem seçar para que possamos recuperar o que é nosso por direito.,1
240,KD o relógio de oração pelo Brasil? A C O R D A     povo de Deus! 2 Crônicas 7:14.,0
588,"E as mãe que choram por ter perdido seus filhos na pandemia por culpa de decisões que deveria ser tomada e por desumanidade seu presidente não tomou e morreram muitos por conta disso !!! Ficarmos órfãos, pais chorando a morte de Deus filhos, avós famílias de luto ainda",1
1325,"Como se tudo tivesse ocorrido dentro da normalidade, ou país sem memória! A maior falcatrua eleitoral bem ali e já agem como se não houvesse nada de anormal, gente acordem por favor, saiam deste teatro politiqueiro, ou nunca seremos respeitados como povo, caramba gente! Q quer isto?",1
2966,Ja ganhei voto de dois isentoes 1 na padaria e outro lavando a calçada. Eles não são resistente como os esquerdista. Estão com medo do satanismo. Tem que falar com pessoas na rua. E aí convidei para entrar em um grupo do ZAP para a pessoa se manter informada. Os isentoes não estão aqui nos grupos o trabalho está lá Fora. Bora trabalhar patriotas.,1
1004,"_________

Está escrito na palavra de Deus, o Senhor dos céus e da terra.

Apóstolo Paulo servo de Jesus Cristo o Filho de Deus 









Tudo o que fizerem, façam de todo o coração, como para o Senhor, e não para os homens,










Está escrito em Colossenses 3:23 Bíblia Sagrada

_________",0
1842,"Gentem, tô precisando daquele vídeo do satanista, com a foto do Lula num círculo de sal... Tive a ideia de mandar pra uns petistas 'tementes a Deus' q eu conheço. Acho q vai surtir mais efeito do q falar bem do presidente.
Alguém, please?",1
1771,Nordestino tudo safado tem que mandar embora do pais odeio passa fome la depois vem passa fome aqui gente feia voz feia se eu tivesse tentando dormir nesse onibus eu dava paulada num pau de arara desse,1
1261,"Tira o fundo branco clica naquele T que tem no lado aí aparece a opção
E coloca a cor",0
2311,Cuidado com essa CANALHADA CORRUPTA ESQUERDOPATA.  ESSA CORJA É CAPAZ DE TUDO.,1
1281,"Vamos orar. Deus pode tudo. Se esse homem é enviado de Deus, estamos pra testemunhar algo grande. Não esqueça do exército de senaqueribe que morreu. Isaías 37:36-38. Vamos ter fé.",0
1692,"Uma coisa q não se deram conta ainda, q essa eleição foi uma vitória….

Independente do resultado do segundo turno, a esquerda foi pisoteada nessas eleições.

Nunca antes nosso voto fez tanto por um Brasil próspero.

Hoje a nossa nação debate mais política do que futebol.
O processo de transformação ja se iniciou.

Fomos emburrecidos por mais de 30 anos. Porém, a venda caiu.

A direita finalmente esta se levantando na nossa nação.

Frequento o 7 de setembro desde a minha infância, e nunca vi tantas pessoas, aliás, tantos patriotas.

Nosso trabalho tem q ser incansável e constante.
Não podemos nos dar ao luxo de relaxar, pois aqueles q não querem o bem do Brasil, não vão descansar.

Precisamos estar sempre alertas.",0
1853,"Estão inventando mentiras contra o nosso Presidente Bolsonaro, eles estão desesperados, será que vocês não estão vendo? A farsa da esquerdalha caiu.",1
1419,":Japanese_symbol_for_beginner: Deus viu ; ele foi ignorado,desprezado rejeitado pelo seu opositores vilipendiado mas contudo em seu coração havia uma chama,havia um desejo de transformar um Brasil melhor para todos,até para aqueles que se opuseram contra ele.
:Japanese_symbol_for_beginner:Jair Messias bolsonaro não é extrema direita é extrema necessidade para a salvação e liberdade de uma nação chamada Brasil:Japanese_symbol_for_beginner:
JUNTE-SE A NÓS TAMBÉM E 
MANTENHA-SE INFORMADO :brain:
:Brazil:Clique no link: ➘  ➘  ➘
╰─►Canal [USER]
                               ",1
203,"O PP mal salva dois, o resto é tudo esquerdista. Votar nesse candidato vai ajudar à eleger esses péssimos candidatos.",1
2200,Não é comunista. É manipulação dos menos escolarizados. Muita gente não se instrui acerca dos perigos da esquerda,0
497,"Querido Deus, sempre fico maravilhado e cheio de alegria, quando penso em quão grande é o Teu amor por mim e todos neste mundo. É por causa do Teu amor, ó Deus, eu sei que tudo ficará bem. Em verdade, Tu és um Bom Pai. Eu sempre serei grato a Ti pelo Teu amor, Senhor. Em nome de Jesus, oro. Amém.",0
67,":backhand_index_pointing_up_light_skin_tone:Para acalmar os ânimos e focar na Missão dada pelo Capitão - que é de converter votos e convocar faltosos.

Está é a live do PR, agora há pouco. O primeiro momento começou com a apresentação e comentário sobre o gráfico de evolução da votação. 

Aí pergunto, se Bolsonaro está mostrando isso, que impacta a eleição dele mesmo, você acha mesmo que, tendo as mais brilhantes mentes do país a seu lado, eles não estão ""fazendo nada""? Eles não notaram ""nada""? 

Vamos cuidar do que podemos e deixar assuntos bem mais complexos com quem tem condição de resolver!
Claro que podemos e devemos guardar possíveis evidências. Podemos até encaminhar ao partido. 

Mas agora, vamos nos concentrar em converter votos e ficar de prontidão!
Se preciso for, mostraremos nosso apoio nas ruas, tão logo a corneta tocar! 
:raising_hands_light_skin_tone::oncoming_fist_light_skin_tone::Brazil:",0
2078,":Brazil:SE NÃO QUEREMOS VIVER SOB A TIRANIA DA ESQUERDA, HOJE MAIS SOCIALISTA , PRECISAMOS NOS ATER PARA ALGUMAS DE SUAS PAUTAS:
-Legalização das Drogas 
-Legalização do Aborto
-Ideologia de Gênero e Sexualização nas Escolas à partir dos 6 anos de idade.
-Fechamento de Igrejas (o cristianismo fortalece à luta contra ditaduras)
-Doutrinação do Socialismo por professores nas Escolas e Universidades 
-Vacina da Covid será obrigatória.
-Risco de perda da Propriedade Privada 
-Incentivo à Invasões de Terras pelo MST e à Residências temporariamente não ocupadas. 
Soltura de Presos de menores delitos, mas também de Traficantes
-Permissão de outros Governos na Amazônia para extração de nossas riquezas
-Financiamento de Governos Comunistas da América Latina
NÃO SAIAM DA FRENTE DOS QUARTÉIS!:thumbs_up::Brazil::folded_hands:",1
