id,text_content_anonymous,rotulo_modelo
1490,"Esse vídeo está estranho, porque geralmente a reação das pessoas quando vêem um ovni não é assim, tanto de medo, mas de curiosidade ou espanto...",0
1663,"""QUEM VOTA BRANCO E NULO  ESTÁ VOTANDO NO PT"", diz o Ministro das Comunicações Fábio Faria. 

E eu insisto: aqueles que estão em cima do muro; aqueles que não se interessam por política; aqueles que não saem de casa pra votar SÃO MEUS INIMIGOS porque levarão meu país para o buraco do comunismo. 

E NÃO HÁ PARA ONDE IR!!! A Europa está em guerra e tomada pelo globalismo politicamente correto já submisso à Nova Ordem Mundial. O mesmo pode-se dizer dos Estados Unidos e do resto de países de primeiro mundo, da Commonwealth. E não é preciso mencionar o resto de países da Iberoamerica, todos rendidos ao Foro de São Paulo comunista.

O Brasil é nosso país e é o MELHOR LUGAR DO MUNDO onde estar hoje.",1
1080,"Anos 80, preso por atos terrorista quando tentou explodir o próprio exército",0
380,"Copia e cola!
Fechadocombolsonaro2022:Brazil:
Ordem  e  progresso:Brazil::Brazil: FT:Brazil:
BolsonaroReeleito2022:Brazil::Brazil::Brazil:
Deus, Família e Pátria Brasileira :Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil::Brazil:
#Bolsonaro2022Com muito amor, somos 22:Brazil::Brazil::Brazil:
Com muito amor, somos 22:Brazil::Brazil::Brazil:
Com muito amor, somos 22:Brazil::Brazil::Brazil:
Com muito amor, somos 22:Brazil::Brazil::Brazil:
Com muito amor, somos 22:Brazil::Brazil::Brazil:
Com muito amor, somos 22:Brazil::Brazil::Brazil:
Com muito amor, somos 22:Brazil::Brazil::Brazil:",0
493,"Se paciência. Quero ver se o Bolsonaro perder se o povo ainda vai esperar às FFAA e ao Bolsonaro fazerem algo. Lula foi solto e deixamos, Lula teve processos anulados e deixamos, eles foram experimentando o nos, os bobos e pacatos direitistas aceitando,  fizeram prisões ilegais e aceitamos, nos censuraram e aceitamos. Por isso um pastor da direita me disse hoje, o Bolsonaro vai perder e mais uma vez não iremos fazer nada  A min, só resta esperar :unamused_face:",1
704,O pobre precisa do rico para sobreviver... e o rico precisa do pobre para sobreviver...,0
65,":smiling_face_with_hearts: o bem ninguém e o maus chega rapidão pelo ladrão 

as quatro linhas da razão buscam a justiça, a piedade a fé o respeito e é perseverante na mansidão, o cristã-o leva liberdade ao oprimido, mas o cativo ama o cativeiro 

o talentoso é empreendedor e tudo o que faz gera prosperidade e, as máscaras caem, veem lobos hipócritas assinando com a sinistra a própria execução, como na época de noé, casam e se dão em casamentos 

não se engane, a iniquidade prostitui e culpa gente direita pelo caminho ruim, a desumanidade prefere o laboratório teórico longe da realidade, os sinais da volta profetizado 

:flushed_face::backhand_index_pointing_right_light_skin_tone::Brazil::Brazil::Brazil::Israel::raising_hands:",0
838,"só uma força superior ao sistema de Brasília para tirar um condenado a 20 anos por 20 diferentes juízes,por total unamidade e depois ainda coloca -lo para
disputar uma eleição.
Seria Deus ?
Seria uma nave mãe. ?
Não. !
São as mesmas forças ocultas que em 1962 Janio Quadros falou...
As mesmas responsáveis pelo assassinato de Kennedy....
grupos de famílias trilhardarias,que não
estão nas páginas da revista fortes...
os globalistas
que controlam o planeta há 3 séculos.
um povo vivendo na hipnose por décadas,fruto de um trabalho de manipulação do consciente coletivo por
agentes culturais,imprensa e escolas.
o resultado de tudo isto é :
viver no pais mais rico
do mundo em recursos
naturais,sem terremoto,vulcão,maremoto,furacão e com três a quatro safras
agrícolas ao ano em estado de escravidao
vendo a vida passar...",1
997,"Gente o que está acontecendo corre boatos que o Janones hj vai participar do debate na globo e a tebet ??
E está falando que ele vai soltar uma bomba contra o presidente  hj",0
2952,"Boa noite a todos .
O nosso *Ministro Paulo Guedes* responde a população desmentindo os canalhas do PT que querem roubar a tranquilidade do trabalhador destruindo votos.

Infelizmente

Não tem como colher o leite derramado.

A chapa adversária deveria ser cassada.

Estava numa fila hoje e o assunto do momento é esse.

O POVO é alienado demais.

Crê em tudo que ouve...

Não buscam a verdade...",1
43,"Nova Zelândia :New_Zealand:: O partido da PM
J. Ardern foi o grande derrotado nas eleições municipais na Nova Zelândia.

Candidatos do partido conservador venceram a eleição para prefeito em Auckland, Christchurch, Invercargill e Rotorua.
Em Wellington o prefeito eleito é do partido verde.",0
